feature,xgb_importance,shap_importance,combined_score,target_corr,removed_collinear,selected,selection_reason
Europe_YoY_vol3,0.0005849034641869366,,0.0005849034641869366,0.011041935563392427,False,False,"RFE 탈락 (113위, score=0.0006)"
Japan_YoY_momentum_3_12,0.000577066617552191,,0.000577066617552191,0.2988305862276676,False,False,"RFE 탈락 (114위, score=0.0006)"
T10Y3M_chg3,0.0005662536132149398,,0.0005662536132149398,0.04225636915538688,False,False,"RFE 탈락 (115위, score=0.0006)"
Ret_TSM,0.0005141470464877784,,0.0005141470464877784,0.0937720311778578,False,False,"RFE 탈락 (116위, score=0.0005)"
Ret_Samsung,0.000510023906826973,,0.000510023906826973,0.11011371866232968,False,False,"RFE 탈락 (117위, score=0.0005)"
Worldwide_YoY_vol3,0.0004416528681758791,,0.0004416528681758791,0.13545601205709404,False,False,"RFE 탈락 (118위, score=0.0004)"
FRED_ConsSenti_YoY_accel,0.00041465662070550025,,0.00041465662070550025,0.014631690545761192,False,False,"RFE 탈락 (119위, score=0.0004)"
FRED_PCE_Core_YoY_accel,0.00041399389738216996,,0.00041399389738216996,0.13471553539146003,False,False,"RFE 탈락 (120위, score=0.0004)"
Worldwide_YoY_accel,0.000356377218849957,,0.000356377218849957,0.34650370480512044,False,False,"RFE 탈락 (121위, score=0.0004)"
FRED_T10Y2Y_chg3,0.0003144732618238777,,0.0003144732618238777,0.10168678470023709,False,False,"RFE 탈락 (122위, score=0.0003)"
month_sin,0.0002700299955904484,,0.0002700299955904484,0.011587000482464504,False,False,"RFE 탈락 (123위, score=0.0003)"
Ret_TSM_vol3,0.0002639121958054602,,0.0002639121958054602,0.20696212369246458,False,False,"RFE 탈락 (124위, score=0.0003)"
T10Y3M_inverted,0.0,,0.0,0.14578367396373934,False,False,"RFE 탈락 (125위, score=0.0000)"
T10Y3M_inv_streak,0.0,,0.0,0.059898186882072275,False,False,"RFE 탈락 (126위, score=0.0000)"
Americas_YoY,,,,0.4078023901097351,True,False,다중공선성 제거 ('Worldwide_YoY'와 corr=0.903)
Americas_YoY_lag12,,,,0.39054391865155963,True,False,다중공선성 제거 ('Worldwide_YoY_lag12'와 corr=0.903)
Americas_YoY_ma3,,,,0.29247166702661676,True,False,다중공선성 제거 ('Americas_YoY'와 corr=0.949)
Americas_YoY_ma6,,,,0.11828147397398875,True,False,다중공선성 제거 ('Worldwide_YoY_ma6'와 corr=0.917)
Americas_YoY_ma12,,,,0.1720074226380662,True,False,다중공선성 제거 ('Americas_YoY_lag6'와 corr=0.922)
Americas_YoY_momentum_3_12,,,,0.29248427401786764,True,False,다중공선성 제거 ('Worldwide_YoY_momentum_3_12'와 corr=0.915)
Europe_YoY,,,,0.3553298740500155,True,False,다중공선성 제거 ('Worldwide_YoY'와 corr=0.903)
Europe_YoY_lag12,,,,0.3953208251575337,True,False,다중공선성 제거 ('Worldwide_YoY_lag12'와 corr=0.921)
